Task_name,Participant#,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient1,Gradient2,Gradient3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
Zero-Back Task,subject27,-15,10,1,10,1,10,10,1,1,1,3.00000000000001,10,10,10,10,1,10,.092938821,-.060981931,-.389395513,3.30837211571504,1.56885610297067,-2.72221285141024,-1.00867029290253
Zero-Back Task,subject27,11,10,1,10,1,1,10,1,1.30000000000001,1,1.5,10,10,10,10,1,10,.092938821,-.060981931,-.389395513,3.24766216813311,.416284775496444,-2.44240795829545,-.760279807568442
Movie Task-bridge,subject27,10,4.2,7.29999999999999,1,4.3,8.99999999999999,9.29999999999999,6.3,1,4.8,7.89999999999999,1,3.50000000000001,2.30000000000001,5.00000000000001,7.40000000000001,1,-.055046289,.280933569,.317858122,-1.75149714825761,1.24660600180535,.0246489641491101,-1.15291183022807
Movie Task-bridge,subject27,10,4.2,7.29999999999999,1,4.3,8.99999999999999,9.29999999999999,6.3,1,4.8,7.89999999999999,1,3.50000000000001,2.30000000000001,5.00000000000001,7.40000000000001,1,-.055046289,.280933569,.317858122,-1.75149714825761,1.24660600180535,.0246489641491101,-1.15291183022807
Movie Task-incept,subject27,-13,10,10,1,1,10,9.89999999999999,5.9,1,1,8.29999999999999,10,10,10,10,1,1,-.293453447,.376771714,.156545561,1.48550797168008,2.84252404819187,-1.75040635685023,-2.2312422010629
Movie Task-incept,subject27,-13,10,10,1,1,10,9.89999999999999,5.9,1,1,8.29999999999999,10,10,10,10,1,1,-.293453447,.376771714,.156545561,1.48550797168008,2.84252404819187,-1.75040635685023,-2.2312422010629
Two-Back Task-faces,subject27,5,6.7,10,10,1,1,10,10,6.8,3.4,9.89999999999999,1.30000000000001,5.1,10,5.1,1,8.69999999999999,-.025340712,.386745896,-.434225517,-.52871430879642,1.23558109303401,-.0102874537875972,.834023095865194
Two-Back Task-faces,subject27,-7,8,10,8.89999999999999,1,1,10,10,7,3.1,8.9,5.2,8.3,10,10,1,7.79999999999999,-.025340712,.386745896,-.434225517,.825021666272805,1.72734124430771,-.41802499849288,-.167240787588073
Two-Back Task-scenes,subject27,-11,7.49999999999999,1,10,1,1,7.09999999999999,9.19999999999999,7.89999999999999,7.99999999999999,8.59999999999999,6.00000000000001,5.7,8.59999999999999,7.40000000000001,8.19999999999999,4.9,-.130999829,.464204275,-.426960277,.408576943842207,1.09207132761426,-.867527918634569,1.36931068037755
Two-Back Task-scenes,subject27,7,9.59999999999999,2.1,10,10,1,10,10,7.89999999999999,7.4,7.79999999999999,9.59999999999999,10,10,10,1,9.4,-.130999829,.464204275,-.426960277,2.3082762635398,.869519457402502,-.105266648389992,.933479036713871
Hard Math Task,subject27,8,9.29999999999999,1,10,6.8,10,6.30000000000001,1,1.4,1,6.9,10,10,7.3,10,2.80000000000001,10,-.275798122,.402380589,-.407389088,2.99748679875071,1.31400445346572,-1.91631958673414,-.737931993155606
Hard Math Task,subject27,10,8.59999999999999,2.00000000000002,10,8.50000000000001,9.19999999999999,8.29999999999999,9.3,3.30000000000001,1.4,3,8.2,8.89999999999999,9.49999999999998,9.4,2.5,8.79999999999999,-.275798122,.402380589,-.407389088,2.35266769547748,.944826481013438,-.627696232074107,-.477709249796125
Hard Math Task,subject27,6,9.09999999999998,1.9,9.8,3.50000000000001,2.60000000000002,10,8.59999999999999,8.6,1.9,7.80000000000001,3.5,10,9,7.69999999999999,2.20000000000002,10,-.275798122,.402380589,-.407389088,1.2379767126117,1.31740710455223,-.698243851437647,.528094768494135
Easy Math Task,subject27,7,7.7,2.60000000000001,10,5,2.1,4.80000000000001,10,2.6,1.00000000000001,1,10,10,9.39999999999999,10,1.00000000000002,9.89999999999998,-.124954138,.332221971,-.020870498,2.73648936806027,-.346310391513077,-.683663885366378,-.525824056892075
Easy Math Task,subject27,-14,10,1,10,6.5,5.6,5.40000000000001,10,7.1,4.1,6,10,9.19999999999998,10,9.89999999999999,1,10,-.124954138,.332221971,-.020870498,2.49750182000342,.841211687714186,-.708194989268797,.509983464304134
Easy Math Task,subject27,-5,10,1,10,3.50000000000002,6.20000000000001,1.5,8.79999999999999,2.80000000000001,1,4.5,9.49999999999999,10,10,7,7.8,10,-.124954138,.332221971,-.020870498,2.4284955835863,.326676818872644,-.750929178137588,.221703863222358
GoNoGo Task,subject27,-12,5.1,2,6.4,3.3,1.3,10,7.39999999999999,8.59999999999999,7.09999999999999,8.99999999999999,2.70000000000001,1.50000000000001,7.19999999999999,3.3,1.3,1,-.31702636,.036362577,-.159410417,-1.48155963449146,.829802642296043,-.994530372151471,1.3532999637466
GoNoGo Task,subject27,-13,7.80000000000001,2.7,9,2.6,3.30000000000002,8.49999999999999,7.69999999999999,5.3,3.6,8.19999999999999,6.10000000000001,4.50000000000001,7.7,7.2,4.50000000000002,4,-.31702636,.036362577,-.159410417,.456254526694796,1.14356379866895,-1.1632659630623,.325276394284116
GoNoGo Task,subject27,12,4,3.80000000000001,9.19999999999999,3,3,2.7,6.5,5.4,6.8,8.9,8.1,4.60000000000001,7.8,7.1,4,3.4,-.31702636,.036362577,-.159410417,.228246267302291,.651491452878853,-1.24323268348331,.844410214533904
Finger Tapping Task,subject27,11,4.8,3.8,6.89999999999999,5.1,3.5,9.4,3.30000000000001,10,6.59999999999999,7.69999999999999,6.8,6.99999999999999,6.3,6.70000000000001,4.30000000000001,7.7,-.090963574,-.241336366,-.170440839,.163535536430753,1.10734429694207,-.586846524734068,.612352610197548
Finger Tapping Task,subject27,-15,8.69999999999999,3.4,8.89999999999999,4.2,7.09999999999999,8.10000000000001,4.4,4.70000000000001,6.9,8.6,8.40000000000001,8.59999999999999,9,9.3,6.40000000000001,8.00000000000001,-.090963574,-.241336366,-.170440839,1.71326555683007,1.81638275357,-1.1474217259121,.277393450415768
Finger Tapping Task,subject27,-12,6.5,4.00000000000001,7.19999999999999,5.8,5.6,8.69999999999999,6.2,3.60000000000001,2.30000000000001,7.89999999999999,7.9,6.9,6,5,5,2.3,-.090963574,-.241336366,-.170440839,.517509143730478,.982885061914117,-.899488611110242,-.210898345637538
Memory Task,subject27,8,7.59999999999999,7.39999999999999,1,8.99999999999999,8.99999999999999,7.89999999999999,9.49999999999999,1,1.50000000000002,7.80000000000001,8.8,10,1,8.69999999999999,9.99999999999998,9.9,-.036691414,.115884583,.323863964,1.01837881873791,.742939563622647,1.60413669790869,-2.11653905420444
Memory Task,subject27,5,7.39999999999999,9.4,2.8,9.79999999999999,7.59999999999999,10,10,8.9,8.29999999999999,8.79999999999999,8.99999999999999,7.99999999999999,1,8.59999999999999,8.79999999999999,7.4,-.036691414,.115884583,.323863964,.0373882072380108,1.23813558390687,1.94185809886741,-.504501304701381
Memory Task,subject27,8,5.8,7.99999999999999,3.60000000000001,6.8,10,4.60000000000001,1,2.3,3.4,7.2,3.30000000000001,6,8.69999999999999,10,9.79999999999999,2.8,-.036691414,.115884583,.323863964,-.174899450931772,2.2793371920041,-1.04118582494397,-1.15197342372684
Reading Task,subject27,12,6.50000000000001,7.20000000000001,6.00000000000001,1.6,4.20000000000001,5.60000000000001,10,1,6.20000000000001,5.50000000000001,5.80000000000001,5,5.4,4.80000000000001,6.5,7.30000000000001,-.19586954,-.014883893,.326889586,-.0535268573587374,-.117050106469334,.454702976437126,-.00678443529067985
Reading Task,subject27,8,6.59999999999999,7.70000000000001,9.4,8.6,8.8,5,7.40000000000001,8.2,6,7.9,8.09999999999999,1,4.9,10,4.7,4.60000000000001,-.19586954,-.014883893,.326889586,-.059870149143618,1.2685892912795,-.00952538011737067,.235780004212764
Reading Task,subject27,-12,4.2,7.7,6.3,8.79999999999999,4,5.7,7.70000000000001,4.5,7.49999999999999,6.99999999999999,7.79999999999999,5.30000000000001,4.1,8.39999999999999,7.29999999999999,6.3,-.19586954,-.014883893,.326889586,.0406616930499498,.30181452159099,.787195281629648,-.12057380076609
Friend Task,subject27,-14,10,8.99999999999999,6.7,8.5,5,6.1,8,2.6,8,6.8,10,7.7,3,5.1,3,7,.066229557,.061472443,.208842324,1.01352807010846,-.238719152239083,.864654649539175,.269396317318506
Friend Task,subject27,13,10,3.7,1.6,5.3,5.4,3.1,6,7.00000000000001,9.5,7.9,2,6.9,4.7,7.89999999999999,6.5,9.5,.066229557,.061472443,.208842324,-.286714386230481,.7075314250696,.493652827084062,.511684883535724
Friend Task,subject27,-10,10,10,2.1,10,6.50000000000001,3.2,4,5.20000000000001,4.50000000000001,7.59999999999999,9.59999999999998,8.39999999999999,4.1,8.4,5.9,10,.066229557,.061472443,.208842324,.912617784346266,.568952984286874,.962081057702902,-.740723558307495
You Task,subject27,8,10,5,7,3,5.50000000000001,5,4.5,4.8,1.8,10,9.99999999999999,8.69999999999999,10,7.59999999999999,10,2,-.068702623,.051618542,.14160951,1.29246544996102,2.10655267270764,-1.55231780104042,-.156015691071297
You Task,subject27,7,6,6,3.1,7,8,9,4,7.8,1.60000000000002,10,5,10,8.39999999999999,10,9.59999999999999,5,-.068702623,.051618542,.14160951,.29322458168848,2.85838457764308,-.559114686982955,-1.06057521809367
You Task,subject27,-14,9.19999999999998,2.9,3.3,3.7,3.80000000000001,6.00000000000001,7.89999999999999,2.4,2.7,7.69999999999999,9.09999999999999,8.10000000000001,2.1,9.09999999999998,10,9.19999999999999,-.068702623,.051618542,.14160951,1.24846760749752,.34228019653213,.338305527402675,-1.18519100998739
Two-Back Task-faces,subject28,13,5.6,7,1.20000000000001,6.1,1,8,7,6.2,5,4.70000000000002,6,5.7,3.80000000000001,7,2.2,6.4,-.025340712,.386745896,-.434225517,-.432089317295882,-.0921700959722115,.560543290315871,-.672535078562066
Two-Back Task-faces,subject28,-9,5.1,8.8,1.2,6.5,3.1,8.79999999999999,8.2,2,2.8,4.9,5.80000000000001,6,3.70000000000001,7.50000000000001,4.50000000000002,6.69999999999999,-.025340712,.386745896,-.434225517,-.229562378809563,.11211258127388,.871078356593183,-1.54818665917043
Two-Back Task-scenes,subject28,11,5.50000000000001,3.1,3.3,6.5,2.10000000000001,9.29999999999998,2.4,3.9,6.50000000000001,6.2,5.60000000000001,6.5,9,8.7,10,6.49999999999999,-.130999829,.464204275,-.426960277,.295756334915609,1.16586344390257,-.550703498659241,-.33864259524598
Two-Back Task-scenes,subject28,12,3.3,8.4,2.2,7.1,1.1,8.09999999999999,4.00000000000001,4.30000000000002,4.7,4.2,6,6.2,9.29999999999998,7.19999999999999,9.2,8.4,-.130999829,.464204275,-.426960277,-.276878897482735,.525409410881655,.534845618869783,-.653662470134236
Easy Math Task,subject28,10,1,1,10,1.1,1.8,1.30000000000002,5.80000000000001,1,1,1,7,7.59999999999999,1,8.49999999999999,1,9,-.124954138,.332221971,-.020870498,1.23588686141686,-1.52947861583849,-1.12481266051182,-.908542082322156
Easy Math Task,subject28,9,1.5,1,10,1.6,1.4,1,8.10000000000001,2,1.6,2.10000000000001,6.8,7.50000000000001,1.5,5.80000000000001,1.10000000000002,10,-.124954138,.332221971,-.020870498,.911307175926055,-1.80109655341556,-.507523350296549,-.217219060954986
Easy Math Task,subject28,13,2.30000000000002,1,10,1.3,1,1,8,1.2,1.6,1.5,7,10,1,5.7,1,8.7,-.124954138,.332221971,-.020870498,1.29767075280941,-1.84961586033754,-.684823366146057,-.354668480166819
Hard Math Task,subject28,-12,1,1,10,1,1.3,1,8.30000000000001,1.2,1.2,2,6.4,6.5,1.1,7.00000000000001,1,8.69999999999999,-.275798122,.402380589,-.407389088,.795126547823398,-1.71368661565838,-.732260801122381,-.538471479319815
Hard Math Task,subject28,-10,1,1,10,1.70000000000002,1,1,9,1.5,1,1.2,8.10000000000001,6,1.10000000000001,6,1,8.39999999999999,-.275798122,.402380589,-.407389088,.843582888191417,-2.03144040535021,-.537849648234721,-.433070949102683
Hard Math Task,subject28,12,1.2,1,10,1.40000000000001,1.4,1,7.79999999999999,1.8,1.4,1.1,6.9,7.09999999999999,1,7,1,8.29999999999999,-.275798122,.402380589,-.407389088,.91387066593806,-1.75460566922662,-.773033319366521,-.52165183747409
Finger Tapping Task,subject28,-6,5.7,5.30000000000001,3.70000000000002,5.5,4,7.29999999999999,5.4,6.20000000000001,6.9,6.3,4.00000000000001,2.5,9.2,8.4,8.8,2.5,-.090963574,-.241336366,-.170440839,-.871757673833004,1.45434252127275,-.479897600215892,.0434730722780274
Finger Tapping Task,subject28,11,2,5.5,1,6,2.3,8.69999999999999,7.2,3.50000000000001,5.8,8.40000000000001,4.40000000000002,3.10000000000002,6,5.6,6.40000000000001,1.2,-.090963574,-.241336366,-.170440839,-1.49479256266064,.758120405229902,-.0160816538054946,-.497620916835384
Finger Tapping Task,subject28,13,7.70000000000001,6.5,1.4,8,2,9.3,5.5,7.20000000000001,6.8,8.59999999999999,2.8,2.8,8.29999999999999,7.6,7.3,5.5,-.090963574,-.241336366,-.170440839,-1.10731915902306,1.34049616317366,.417687126640932,.109579634726799
GoNoGo Task,subject28,11,7,1,8.3,1,1.80000000000001,6,1,8.10000000000001,6.69999999999999,7,3,1.3,7.6,2.80000000000001,1,1,-.31702636,.036362577,-.159410417,-1.01180320434548,.558737712502744,-2.29875109732928,1.72161500611745
GoNoGo Task,subject28,-6,7.29999999999999,1,8.00000000000001,1.80000000000001,1.6,7,6.50000000000001,8.50000000000001,8.40000000000001,7.99999999999999,1.5,1.7,6,2.80000000000001,2,1.8,-.31702636,.036362577,-.159410417,-1.32699858384333,.405596181362597,-1.14379566121833,1.91402977982668
GoNoGo Task,subject28,9,8.30000000000001,1.4,6.99999999999999,6.1,1.50000000000001,4.2,1.1,2,7.59999999999999,7.59999999999999,1.30000000000002,2,6.99999999999999,2.4,1.40000000000001,3.50000000000001,-.31702636,.036362577,-.159410417,-.702829403307847,-.251070512790256,-1.40447256645079,1.52085661231756
Friend Task,subject28,7,4.1,8.89999999999999,9,9.2,2.90000000000001,5.9,7,3.9,5.20000000000001,2,6,7,4.20000000000002,10,3.8,9.69999999999998,.066229557,.061472443,.208842324,.749553486272585,-.389097679283536,.789888452834371,-.522818515270115
Friend Task,subject28,10,3.50000000000001,8.09999999999999,6,9,2.50000000000001,5.50000000000001,7.69999999999999,5.90000000000001,4.60000000000001,2,7.8,6.5,5.60000000000002,8.59999999999999,4.00000000000001,8.39999999999999,.066229557,.061472443,.208842324,.379925782467809,-.354950497727333,.821283167146803,-.487105097634956
Friend Task,subject28,-10,5.20000000000001,9.2,5,8.59999999999999,2.6,5.40000000000001,8.59999999999999,5.70000000000001,3.40000000000001,1.1,7.09999999999999,6.5,4.50000000000002,8.8,2.6,8.09999999999999,.066229557,.061472443,.208842324,.336746811836087,-.503136616782037,1.00066885280536,-.840876452866373
You Task,subject28,10,4,7.79999999999999,3.7,8.1,1.30000000000001,6,8,3.20000000000001,3,2,7.30000000000001,7.29999999999999,4.30000000000001,4.2,9.29999999999999,7.09999999999999,-.068702623,.051618542,.14160951,-.15967773699276,-.858347672730565,1.35197064070028,-.611397629016868
